title,author,isbn,category,total_copies,available_copies,language,pages
L'avantage de rouler à la pointe,Alphonse du Guyon,978-0-288-13460-4,Poésie,7,2,Allemand,369
Le plaisir d'avancer sans soucis,Frédéric Martineau,978-1-5389-5750-9,Science-Fiction,9,1,Italien,798
La possibilité de changer en toute tranquilité,Christine Picard,978-1-83419-183-6,Philosophie,8,2,Anglais,605
L'art de concrétiser vos projets naturellement,Auguste Blin,978-0-11-414042-7,Poésie,9,2,Italien,774
Le pouvoir de changer en toute tranquilité,Anastasie-Élisabeth Pascal,978-1-06-506622-4,Thriller,6,3,Anglais,514
La possibilité d'évoluer de manière efficace,Lorraine Dijoux de Léger,978-0-273-06155-7,Fiction,3,4,Français,274
Le pouvoir d'évoluer avant-tout,Richard Le Fernandes,978-1-03-477866-0,Fantasy,8,2,Anglais,158
Le confort de concrétiser vos projets avant-tout,Benoît Vasseur,978-1-4201-7553-0,Programmation,3,4,Espagnol,96
L'avantage d'évoluer de manière efficace,Audrey-Suzanne Barbier,978-0-17-703661-3,Histoire,9,8,Italien,674
La liberté d'atteindre vos buts sans soucis,Émile Benoit,978-1-4292-7360-2,Thriller,3,3,Anglais,218
L'assurance de concrétiser vos projets avant-tout,Camille Bonnin,978-0-303-40434-7,Programmation,2,5,Allemand,683
Le plaisir d'innover avant-tout,Mathilde Guichard,978-1-00-379439-4,Biographie,3,5,Français,395
L'assurance de louer à sa source,Laurence-Audrey Lefort,978-0-88862-605-9,Philosophie,8,4,Italien,339
L'art de louer à l'état pur,Danielle Arnaud,978-0-89336-641-4,Science-Fiction,7,6,Allemand,81
Le droit d'évoluer de manière efficace,Margaux Charrier,978-0-563-10471-1,Histoire,9,1,Français,761
La possibilité d'innover à l'état pur,Robert Colin,978-0-349-83894-6,Histoire,9,8,Anglais,184
L'avantage d'innover sans soucis,Antoine Léger,978-1-77899-632-0,Roman,5,1,Espagnol,309
Le confort d'atteindre vos buts de manière efficace,Margot Legrand-Blondel,978-0-240-35383-8,Roman,2,3,Allemand,416
Le plaisir d'innover en toute tranquilité,Thibaut Fleury,978-1-873105-80-1,Science-Fiction,2,9,Italien,109
La liberté d'atteindre vos buts naturellement,Eugène Giraud-Duhamel,978-0-391-46898-6,Histoire,7,6,Allemand,745
La possibilité de louer à sa source,Luce Olivier-Bazin,978-1-86871-172-7,Fiction,7,8,Anglais,664
Le droit de rouler autrement,Guillaume Wagner,978-0-264-70615-3,Histoire,7,1,Anglais,641
Le droit de rouler avant-tout,Thierry Ribeiro,978-1-01-959971-6,Biographie,5,10,Italien,521
Le droit de rouler de manière efficace,Danielle de la Collin,978-1-03-275326-3,Poésie,8,10,Italien,665
La possibilité d'évoluer plus rapidement,Caroline Nicolas,978-1-344-75622-8,Philosophie,7,7,Italien,188
L'art de rouler avant-tout,Hortense Da Silva de Maillard,978-1-921027-36-9,Fiction,2,4,Français,592
Le plaisir de rouler sans soucis,Nicolas Imbert,978-1-119-95748-5,Roman,1,5,Espagnol,445
La possibilité d'atteindre vos buts en toute tranquilité,Alfred Guillon,978-0-7284-4552-9,Thriller,2,6,Allemand,301
L'art de concrétiser vos projets en toute tranquilité,Patrick-Bernard Huet,978-1-297-39294-8,Roman,8,5,Français,784
L'assurance de rouler plus facilement,Clémence Delorme-Guillot,978-0-7085-2753-5,Roman,3,6,Espagnol,650
Le droit d'avancer plus facilement,Paul Caron,978-1-86733-176-6,Fiction,6,9,Allemand,141
L'art de changer en toute tranquilité,Luce Boulay-Coste,978-1-56882-182-5,Science-Fiction,7,1,Français,221
L'avantage d'avancer avant-tout,Emmanuel Bonnet,978-1-08-221673-2,Biographie,3,2,Espagnol,465
Le droit de concrétiser vos projets à l'état pur,Noël Baudry,978-0-272-40489-8,Roman,3,7,Anglais,197
Le droit de rouler à la pointe,Pauline Adam,978-1-123-48019-1,Science-Fiction,8,2,Allemand,55
Le confort de concrétiser vos projets à l'état pur,Yves Antoine Le Teixeira,978-1-07-967245-9,Fiction,10,10,Français,676
Le pouvoir d'avancer à sa source,Capucine de Voisin,978-0-949825-91-9,Fantasy,7,10,Anglais,100
La possibilité d'innover autrement,Alexandrie Louis,978-1-62800-323-9,Thriller,4,4,Anglais,211
L'avantage d'évoluer sans soucis,Grégoire Letellier du Mathieu,978-0-367-82463-1,Science-Fiction,7,9,Espagnol,406
La possibilité de louer de manière efficace,Théodore Richard,978-0-527-02148-1,Biographie,9,9,Anglais,419
Le confort de rouler naturellement,André-Thomas David,978-1-4731-6831-2,Fantasy,6,3,Anglais,731
L'art d'innover de manière sûre,Capucine de Boulay,978-1-195-39225-5,Science-Fiction,6,7,Allemand,400
L'art de concrétiser vos projets à la pointe,Nathalie Charpentier-Teixeira,978-1-4575-2670-1,Science-Fiction,8,2,Anglais,420
L'avantage de concrétiser vos projets sans soucis,Luc Roche,978-1-61531-639-7,Biographie,10,7,Espagnol,674
La possibilité d'atteindre vos buts sans soucis,Émilie Leclerc Le Roy,978-1-55646-513-0,Programmation,6,5,Allemand,452
La possibilité d'évoluer en toute tranquilité,Amélie Olivier-Lesage,978-0-13-781049-9,Philosophie,8,4,Français,631
La liberté d'avancer sans soucis,Gilles Tanguy,978-0-397-50476-3,Programmation,4,4,Espagnol,220
L'art d'évoluer sans soucis,Thomas Schmitt,978-1-67588-401-0,Fantasy,7,5,Espagnol,236
La liberté d'évoluer autrement,Madeleine Vallée,978-0-07-410408-8,Roman,3,8,Espagnol,408
Le confort d'atteindre vos buts à la pointe,Xavier Le De Oliveira,978-0-430-86952-1,Poésie,8,3,Italien,725
La liberté de concrétiser vos projets plus facilement,Isabelle Lambert,978-0-261-87453-4,Biographie,4,8,Français,302
L'art de concrétiser vos projets avant-tout,Anaïs Bourgeois,978-1-140-43791-8,Biographie,7,5,Allemand,413
Le confort de changer sans soucis,Françoise Dubois-Brun,978-1-68529-930-9,Poésie,5,5,Italien,242
L'avantage de louer sans soucis,Alexandria Allain Le Lévy,978-1-68682-816-4,Poésie,10,3,Anglais,452
L'assurance d'avancer naturellement,Emmanuel Texier,978-0-522-09830-3,Roman,6,3,Français,637
Le plaisir d'avancer sans soucis,Jeannine Lecoq,978-1-67360-800-7,Science-Fiction,3,3,Allemand,62
La liberté d'atteindre vos buts de manière efficace,Thomas Perrier,978-0-593-31802-7,Programmation,4,9,Italien,105
Le pouvoir d'atteindre vos buts à l'état pur,Franck-Raymond Neveu,978-0-253-51528-5,Roman,2,8,Allemand,194
Le droit de concrétiser vos projets à l'état pur,Jacqueline Delannoy,978-0-7799-2428-8,Poésie,1,10,Espagnol,415
L'art de concrétiser vos projets naturellement,Yves Berthelot,978-1-261-55522-5,Science-Fiction,3,8,Italien,353
La possibilité de concrétiser vos projets en toute tranquilité,Joseph Camus,978-0-932306-70-8,Programmation,4,9,Italien,639
L'avantage d'innover plus facilement,Philippine Imbert-Camus,978-0-7785-9531-1,Philosophie,2,6,Italien,663
Le pouvoir de louer sans soucis,François Bodin,978-1-928443-55-1,Poésie,7,7,Espagnol,763
Le confort de louer à sa source,Bertrand-Augustin Dupré,978-1-128-28597-5,Histoire,2,9,Italien,286
La possibilité de rouler de manière efficace,Roger Pinto,978-0-00-869076-2,Histoire,5,8,Anglais,665
La possibilité d'atteindre vos buts plus rapidement,Patricia Jacques,978-1-313-98839-1,Fiction,2,3,Italien,153
Le confort d'atteindre vos buts plus rapidement,Pauline Guillaume,978-1-305-21581-8,Roman,7,10,Espagnol,670
L'assurance d'avancer avant-tout,Brigitte Fleury,978-1-09-705432-9,Fiction,9,10,Espagnol,768
La possibilité d'atteindre vos buts sans soucis,Timothée Turpin,978-1-386-17348-9,Roman,10,1,Allemand,239
L'art de louer plus facilement,Odette Renaud Le Poulain,978-1-5041-2682-3,Fiction,2,10,Espagnol,399
La possibilité de concrétiser vos projets plus facilement,Alphonse Lebrun,978-0-08-114893-8,Biographie,4,7,Espagnol,706
L'art d'atteindre vos buts à la pointe,Susan Fernandes,978-1-177-24969-0,Science-Fiction,10,6,Français,321
L'art de louer à sa source,Isabelle Payet,978-1-4709-1581-0,Fantasy,10,1,Allemand,89
La possibilité de changer naturellement,Margaud Adam,978-0-335-64398-1,Programmation,2,9,Espagnol,530
L'art d'avancer à l'état pur,Capucine Reynaud,978-1-991262-07-3,Roman,10,3,Allemand,306
La liberté d'atteindre vos buts à sa source,Michelle Sauvage,978-0-17-667748-0,Histoire,3,4,Italien,426
La possibilité d'innover à l'état pur,Isaac Voisin,978-0-506-51506-2,Poésie,5,5,Allemand,353
La possibilité d'évoluer à la pointe,Nicolas Fleury,978-0-400-85548-6,Biographie,10,2,Français,113
L'avantage de concrétiser vos projets plus facilement,Valentine Benard,978-1-07-086660-4,Science-Fiction,2,9,Allemand,394
La possibilité de concrétiser vos projets autrement,Adrien Pinto,978-1-280-14148-5,Thriller,3,2,Anglais,716
Le droit d'évoluer à l'état pur,Matthieu Le Bourgeois,978-1-4785-4580-4,Thriller,4,1,Français,373
Le plaisir de rouler sans soucis,Alix Carlier-Pascal,978-0-640-09476-8,Roman,3,3,Allemand,552
L'art d'évoluer avant-tout,Thibaut de Roger,978-1-4481-4924-7,Programmation,5,2,Italien,748
La possibilité de rouler de manière sûre,Henri Dias,978-1-68992-299-9,Poésie,4,4,Espagnol,661
L'art de changer de manière efficace,Adrienne Boulanger,978-0-586-51658-4,Poésie,2,7,Espagnol,679
Le confort de rouler à l'état pur,Timothée Lemaire,978-1-79240-610-2,Philosophie,6,8,Espagnol,489
L'avantage de concrétiser vos projets autrement,Christophe-Rémy Hardy,978-0-515-39032-2,Fiction,8,6,Italien,366
L'avantage d'avancer en toute tranquilité,Élise Blanchard-Weber,978-0-478-28214-6,Philosophie,6,4,Français,532
Le plaisir de changer autrement,Astrid Guillot,978-0-01-509127-9,Poésie,10,4,Espagnol,174
L'art d'avancer plus facilement,Maurice Meyer,978-1-55332-883-4,Roman,7,6,Italien,331
Le confort d'atteindre vos buts de manière efficace,Maggie de la Arnaud,978-0-380-69084-8,Poésie,2,7,Italien,179
La possibilité de concrétiser vos projets à l'état pur,Jacques du Courtois,978-0-469-09912-8,Programmation,10,5,Espagnol,424
La possibilité de rouler en toute tranquilité,Hélène du Launay,978-1-68285-617-8,Science-Fiction,8,7,Français,789
Le plaisir d'avancer en toute tranquilité,Louis Gérard,978-0-312-49818-4,Poésie,8,3,Anglais,417
Le confort d'avancer en toute tranquilité,Philippine Lombard,978-0-00-092161-1,Philosophie,7,3,Français,304
L'art de concrétiser vos projets à sa source,Célina Perrier,978-1-09-984626-7,Histoire,8,1,Italien,62
La possibilité d'atteindre vos buts à sa source,Martin du Carpentier,978-0-7951-8996-8,Roman,2,2,Espagnol,638
L'avantage de louer de manière sûre,Arnaude Neveu,978-0-493-04807-9,Philosophie,10,8,Anglais,363
Le pouvoir d'atteindre vos buts de manière efficace,Franck Cordier-Teixeira,978-1-248-32066-2,Thriller,4,5,Espagnol,562
L'assurance d'avancer autrement,Virginie Sauvage,978-1-63372-537-9,Programmation,1,6,Anglais,450
Le pouvoir d'innover plus rapidement,Alain Cohen,978-0-86382-777-8,Biographie,7,1,Italien,380
L'avantage de louer plus rapidement,Suzanne Lemonnier-Huet,978-1-900579-45-2,Programmation,7,5,Italien,452
Le pouvoir d'innover en toute tranquilité,Mathilde Voisin-Dos Santos,978-1-343-68660-1,Philosophie,9,6,Italien,638
Le plaisir de louer à sa source,Édith Bourgeois,978-1-5425-3136-8,Fiction,6,5,Italien,297
L'art de rouler plus rapidement,Audrey De Sousa-Becker,978-1-60265-872-1,Fantasy,3,2,Anglais,482
Le plaisir d'avancer sans soucis,Joséphine Le Roux,978-0-645-02217-9,Fantasy,7,10,Allemand,624
L'assurance de rouler en toute tranquilité,Pauline Poulain-Guillou,978-1-156-93466-1,Programmation,7,3,Italien,689
Le plaisir d'évoluer de manière efficace,David Rousset de la Bousquet,978-0-229-40988-4,Fantasy,9,10,Espagnol,343
Le plaisir d'avancer de manière sûre,Thibaut Roche,978-0-233-90372-9,Philosophie,2,3,Italien,193
La liberté d'innover autrement,Hélène Guérin,978-0-601-50555-5,Biographie,10,7,Italien,436
Le droit de concrétiser vos projets plus facilement,Honoré de Roux,978-1-132-28182-6,Programmation,8,6,Italien,411
Le confort de concrétiser vos projets à l'état pur,Denise Michaud,978-1-01-808721-4,Philosophie,8,2,Espagnol,374
L'avantage de louer autrement,Denis Pichon,978-1-247-16284-3,Programmation,8,4,Anglais,103
Le droit d'atteindre vos buts plus facilement,Élisabeth Lenoir,978-0-573-41447-3,Fiction,5,1,Allemand,440
Le plaisir de rouler plus facilement,Gabriel Roy,978-1-01-842490-3,Fiction,3,3,Allemand,432
Le confort de changer autrement,Philippe Rocher,978-0-695-13577-5,Programmation,9,1,Espagnol,291
La possibilité de rouler en toute tranquilité,Alix Le Marques,978-0-07-073774-7,Programmation,7,10,Français,519
L'art de concrétiser vos projets à l'état pur,Laurent Letellier,978-0-7482-5096-7,Histoire,6,3,Italien,473
La liberté d'innover avant-tout,Alix Lopes,978-0-463-58441-5,Science-Fiction,4,2,Espagnol,600
La liberté de changer à l'état pur,Sabine Gomez,978-1-203-83040-3,Poésie,1,7,Allemand,518
L'art d'évoluer plus facilement,Jacques Le Faivre,978-1-961282-25-4,Programmation,4,6,Espagnol,442
Le pouvoir d'évoluer à l'état pur,Maggie-Marine Salmon,978-1-5178-0268-4,Science-Fiction,2,1,Espagnol,472
Le plaisir de concrétiser vos projets à sa source,Patricia Roy,978-1-360-41493-5,Histoire,10,2,Allemand,674
Le plaisir de louer de manière sûre,Thomas Joubert,978-0-551-51755-4,Biographie,7,9,Français,166
Le pouvoir d'innover plus rapidement,Marguerite Bouvier-Thierry,978-1-59604-814-0,Biographie,10,7,Italien,614
L'art de concrétiser vos projets plus facilement,Julien-Philippe Marty,978-1-07-869709-5,Poésie,4,6,Français,634
L'art d'atteindre vos buts plus rapidement,Benjamin Berger,978-1-376-20302-8,Roman,3,4,Italien,746
L'avantage de louer autrement,Danielle Leleu,978-0-546-93871-5,Fiction,7,2,Français,421
L'assurance d'atteindre vos buts à l'état pur,Sébastien David,978-0-319-19844-5,Fantasy,1,9,Français,764
L'art de changer de manière sûre,Éric Guillaume,978-0-496-75858-6,Philosophie,1,10,Italien,632
L'avantage de concrétiser vos projets en toute tranquilité,Jeannine Philippe,978-1-904172-94-9,Poésie,3,7,Espagnol,664
Le confort de concrétiser vos projets à l'état pur,Christophe de Maurice,978-1-209-95972-6,Fiction,5,3,Espagnol,591
Le pouvoir de concrétiser vos projets de manière sûre,Rémy Auger-Hamel,978-1-83293-489-3,Biographie,5,3,Espagnol,324
L'assurance de changer à l'état pur,Alix Perez,978-1-936208-89-0,Roman,9,2,Anglais,219
Le droit d'évoluer de manière sûre,Augustin Carre de Gosselin,978-1-374-18989-8,Poésie,7,10,Italien,339
L'art d'avancer avant-tout,Marianne Hebert,978-1-925101-94-2,Thriller,9,10,Français,564
La possibilité de rouler de manière efficace,Emmanuel-Honoré Godard,978-0-488-82092-5,Thriller,8,7,Espagnol,53
La liberté de concrétiser vos projets plus facilement,Sophie Vallée,978-0-8348-3083-7,Fantasy,6,4,Anglais,121
Le plaisir de rouler plus rapidement,Nathalie de la Dumas,978-1-4798-4873-7,Histoire,5,6,Anglais,178
La liberté de rouler à sa source,Georges Lebrun,978-1-60208-929-7,Poésie,6,9,Allemand,82
L'assurance d'innover de manière efficace,Nicolas Pascal,978-1-82377-250-3,Fantasy,9,3,Anglais,83
Le plaisir d'évoluer à sa source,David du Becker,978-0-629-68334-1,Histoire,6,8,Allemand,281
Le plaisir d'évoluer plus facilement,Michel Bonnin,978-0-9877187-1-6,Science-Fiction,5,1,Anglais,597
Le droit d'évoluer sans soucis,Margot Pons,978-1-964631-79-0,Roman,2,1,Anglais,383
Le pouvoir de rouler plus rapidement,Claudine de la Lucas,978-0-945937-00-5,Poésie,2,2,Allemand,172
Le pouvoir de rouler en toute tranquilité,Jean Courtois,978-0-205-34334-8,Programmation,5,1,Espagnol,312
L'avantage d'atteindre vos buts avant-tout,Danielle Schmitt du Fleury,978-0-08-604214-9,Philosophie,5,9,Espagnol,160
Le droit de concrétiser vos projets plus rapidement,Noël Merle,978-1-5445-3489-3,Thriller,8,10,Anglais,104
Le plaisir de rouler plus facilement,Jules Pelletier,978-0-268-21467-8,Thriller,7,6,Français,89
Le droit d'innover de manière efficace,Luc Delannoy Le Schmitt,978-1-62343-702-2,Histoire,4,7,Français,92
Le pouvoir de rouler à l'état pur,Martin Ferreira Le Lebreton,978-1-72892-927-9,Programmation,10,10,Italien,114
Le droit de changer autrement,Catherine Millet,978-0-406-74643-6,Fantasy,9,9,Anglais,121
La liberté d'avancer autrement,Zoé-Sylvie Garcia,978-1-920484-90-3,Fantasy,8,10,Anglais,796
Le confort d'avancer plus rapidement,Marc Alves du Lecomte,978-0-12-551854-3,Poésie,3,7,Espagnol,61
Le plaisir d'évoluer avant-tout,Nathalie Delattre,978-0-7047-0443-5,Fantasy,7,10,Italien,405
La possibilité d'innover à la pointe,Jean du Lemoine,978-1-09-724111-8,Thriller,7,10,Espagnol,203
Le confort d'innover à la pointe,Roger de Deschamps,978-1-61908-549-7,Biographie,9,7,Anglais,544
La liberté de rouler plus rapidement,Émile Clément,978-1-363-20410-6,Poésie,2,5,Italien,660
L'art d'atteindre vos buts naturellement,Constance Marie-Charpentier,978-1-59746-807-7,Science-Fiction,2,9,Allemand,502
L'art de concrétiser vos projets en toute tranquilité,Virginie Roger,978-0-657-89078-0,Histoire,1,8,Anglais,333
L'assurance de louer plus facilement,Stéphane Texier,978-1-4830-5324-0,Roman,7,7,Allemand,218
L'assurance de changer autrement,Patricia Bernier Le Andre,978-0-85125-427-2,Histoire,4,5,Allemand,211
L'assurance de concrétiser vos projets naturellement,Claire-Capucine Grégoire,978-0-433-84947-6,Fiction,3,9,Italien,407
Le droit de changer de manière sûre,Monique-Adèle De Sousa,978-0-02-987141-6,Science-Fiction,9,7,Italien,535
L'avantage d'avancer à sa source,Daniel Lambert,978-1-5279-2096-5,Philosophie,3,2,Allemand,736
L'avantage d'innover à l'état pur,Joséphine Bourdon du Lecoq,978-0-11-599694-8,Fantasy,3,6,Allemand,52
L'art d'avancer à l'état pur,Alexandre Lebon,978-1-79207-989-4,Poésie,7,9,Allemand,750
Le droit de louer plus facilement,Julien Maréchal,978-0-85585-551-2,Fantasy,3,4,Italien,569
La possibilité de rouler plus facilement,Timothée Fleury,978-0-85443-553-1,Fiction,6,7,Italien,339
Le droit de louer sans soucis,Aimé Navarro,978-1-05-807901-9,Programmation,1,7,Anglais,611
Le droit d'innover naturellement,Jules Albert,978-1-01-428164-7,Histoire,1,3,Espagnol,564
Le pouvoir d'avancer plus rapidement,Michelle-Martine Olivier,978-0-351-48179-6,Thriller,7,4,Français,792
La possibilité d'avancer de manière sûre,Alfred-Léon Rossi,978-1-349-01824-6,Biographie,4,7,Français,543
L'assurance de louer autrement,Margot Poirier,978-0-699-94091-7,Histoire,5,1,Allemand,122
Le droit de rouler avant-tout,Xavier Turpin,978-1-58060-617-2,Philosophie,10,4,Anglais,57
Le droit de changer à la pointe,Odette Bouchet,978-0-11-884898-5,Poésie,5,5,Italien,563
Le droit de concrétiser vos projets à la pointe,Martine Neveu,978-0-13-916246-6,Histoire,2,2,Espagnol,305
Le plaisir d'atteindre vos buts à la pointe,Adrien Aubry,978-0-674-41842-4,Biographie,1,1,Italien,59
